Id,ActivityHour,StepTotal
1503960366,3/16/2016 8:00:00 AM,490
1503960366,3/16/2016 9:00:00 AM,1513
1503960366,3/16/2016 10:00:00 AM,224
1503960366,3/16/2016 11:00:00 AM,874
1503960366,3/16/2016 12:00:00 PM,1451
1503960366,3/16/2016 1:00:00 PM,329
1503960366,3/16/2016 2:00:00 PM,61
1503960366,3/16/2016 3:00:00 PM,456
1503960366,3/16/2016 4:00:00 PM,775
1503960366,3/16/2016 5:00:00 PM,1446
1503960366,3/16/2016 6:00:00 PM,2407
1503960366,3/16/2016 7:00:00 PM,103
1503960366,3/16/2016 8:00:00 PM,447
1503960366,3/16/2016 9:00:00 PM,2120
1503960366,3/16/2016 10:00:00 PM,273
1503960366,3/16/2016 11:00:00 PM,455
1503960366,3/17/2016 12:00:00 AM,263
1503960366,3/17/2016 1:00:00 AM,23
1503960366,3/17/2016 2:00:00 AM,7
1503960366,3/17/2016 3:00:00 AM,0
1503960366,3/17/2016 4:00:00 AM,0
1503960366,3/17/2016 5:00:00 AM,0
1503960366,3/17/2016 6:00:00 AM,0
1503960366,3/17/2016 7:00:00 AM,6
1503960366,3/17/2016 8:00:00 AM,210
1503960366,3/17/2016 9:00:00 AM,1530
1503960366,3/17/2016 10:00:00 AM,124
1503960366,3/17/2016 11:00:00 AM,1803
1503960366,3/17/2016 12:00:00 PM,113
1503960366,3/17/2016 1:00:00 PM,1124
1503960366,3/17/2016 2:00:00 PM,1160
1503960366,3/17/2016 3:00:00 PM,409
1503960366,3/17/2016 4:00:00 PM,631
1503960366,3/17/2016 5:00:00 PM,203
1503960366,3/17/2016 6:00:00 PM,396
1503960366,3/17/2016 7:00:00 PM,2165
1503960366,3/17/2016 8:00:00 PM,147
1503960366,3/17/2016 9:00:00 PM,2016
1503960366,3/17/2016 10:00:00 PM,521
1503960366,3/17/2016 11:00:00 PM,1176
1503960366,3/18/2016 12:00:00 AM,389
1503960366,3/18/2016 1:00:00 AM,112
1503960366,3/18/2016 2:00:00 AM,0
1503960366,3/18/2016 3:00:00 AM,0
1503960366,3/18/2016 4:00:00 AM,0
1503960366,3/18/2016 5:00:00 AM,4
1503960366,3/18/2016 6:00:00 AM,19
1503960366,3/18/2016 7:00:00 AM,0
1503960366,3/18/2016 8:00:00 AM,172
1503960366,3/18/2016 9:00:00 AM,1952
1503960366,3/18/2016 10:00:00 AM,279
1503960366,3/18/2016 11:00:00 AM,207
1503960366,3/18/2016 12:00:00 PM,145
1503960366,3/18/2016 1:00:00 PM,242
1503960366,3/18/2016 2:00:00 PM,3160
1503960366,3/18/2016 3:00:00 PM,852
1503960366,3/18/2016 4:00:00 PM,270
1503960366,3/18/2016 5:00:00 PM,24
1503960366,3/18/2016 6:00:00 PM,444
1503960366,3/18/2016 7:00:00 PM,4093
1503960366,3/18/2016 8:00:00 PM,1445
1503960366,3/18/2016 9:00:00 PM,332
1503960366,3/18/2016 10:00:00 PM,13
1503960366,3/18/2016 11:00:00 PM,390
1503960366,3/19/2016 12:00:00 AM,138
1503960366,3/19/2016 1:00:00 AM,0
1503960366,3/19/2016 2:00:00 AM,0
1503960366,3/19/2016 3:00:00 AM,10
1503960366,3/19/2016 4:00:00 AM,0
1503960366,3/19/2016 5:00:00 AM,0
1503960366,3/19/2016 6:00:00 AM,0
1503960366,3/19/2016 7:00:00 AM,53
1503960366,3/19/2016 8:00:00 AM,538
1503960366,3/19/2016 9:00:00 AM,3454
1503960366,3/19/2016 10:00:00 AM,2106
1503960366,3/19/2016 11:00:00 AM,1307
1503960366,3/19/2016 12:00:00 PM,909
1503960366,3/19/2016 1:00:00 PM,303
1503960366,3/19/2016 2:00:00 PM,150
1503960366,3/19/2016 3:00:00 PM,123
1503960366,3/19/2016 4:00:00 PM,127
1503960366,3/19/2016 5:00:00 PM,198
1503960366,3/19/2016 6:00:00 PM,50
1503960366,3/19/2016 7:00:00 PM,533
1503960366,3/19/2016 8:00:00 PM,433
1503960366,3/19/2016 9:00:00 PM,75
1503960366,3/19/2016 10:00:00 PM,850
1503960366,3/19/2016 11:00:00 PM,4067
1503960366,3/20/2016 12:00:00 AM,115
1503960366,3/20/2016 1:00:00 AM,0
1503960366,3/20/2016 2:00:00 AM,0
1503960366,3/20/2016 3:00:00 AM,0
1503960366,3/20/2016 4:00:00 AM,0
1503960366,3/20/2016 5:00:00 AM,0
1503960366,3/20/2016 6:00:00 AM,0
1503960366,3/20/2016 7:00:00 AM,0
1503960366,3/20/2016 8:00:00 AM,0
1503960366,3/20/2016 9:00:00 AM,1109
1503960366,3/20/2016 10:00:00 AM,5000
1503960366,3/20/2016 11:00:00 AM,1117
1503960366,3/20/2016 12:00:00 PM,312
1503960366,3/20/2016 1:00:00 PM,343
1503960366,3/20/2016 2:00:00 PM,578
1503960366,3/20/2016 3:00:00 PM,876
1503960366,3/20/2016 4:00:00 PM,1373
1503960366,3/20/2016 5:00:00 PM,1841
1503960366,3/20/2016 6:00:00 PM,638
1503960366,3/20/2016 7:00:00 PM,718
1503960366,3/20/2016 8:00:00 PM,421
1503960366,3/20/2016 9:00:00 PM,78
1503960366,3/20/2016 10:00:00 PM,57
1503960366,3/20/2016 11:00:00 PM,552
1503960366,3/21/2016 12:00:00 AM,97
1503960366,3/21/2016 1:00:00 AM,0
1503960366,3/21/2016 2:00:00 AM,0
1503960366,3/21/2016 3:00:00 AM,11
1503960366,3/21/2016 4:00:00 AM,0
1503960366,3/21/2016 5:00:00 AM,0
1503960366,3/21/2016 6:00:00 AM,0
1503960366,3/21/2016 7:00:00 AM,55
1503960366,3/21/2016 8:00:00 AM,1114
1503960366,3/21/2016 9:00:00 AM,1113
1503960366,3/21/2016 10:00:00 AM,308
1503960366,3/21/2016 11:00:00 AM,467
1503960366,3/21/2016 12:00:00 PM,1884
1503960366,3/21/2016 1:00:00 PM,184
1503960366,3/21/2016 2:00:00 PM,298
1503960366,3/21/2016 3:00:00 PM,497
1503960366,3/21/2016 4:00:00 PM,355
1503960366,3/21/2016 5:00:00 PM,588
1503960366,3/21/2016 6:00:00 PM,1564
1503960366,3/21/2016 7:00:00 PM,396
1503960366,3/21/2016 8:00:00 PM,99
1503960366,3/21/2016 9:00:00 PM,172
1503960366,3/21/2016 10:00:00 PM,371
1503960366,3/21/2016 11:00:00 PM,447
1503960366,3/22/2016 12:00:00 AM,0
1503960366,3/22/2016 1:00:00 AM,0
1503960366,3/22/2016 2:00:00 AM,0
1503960366,3/22/2016 3:00:00 AM,0
1503960366,3/22/2016 4:00:00 AM,0
1503960366,3/22/2016 5:00:00 AM,0
1503960366,3/22/2016 6:00:00 AM,0
1503960366,3/22/2016 7:00:00 AM,0
1503960366,3/22/2016 8:00:00 AM,34
1503960366,3/22/2016 9:00:00 AM,1732
1503960366,3/22/2016 10:00:00 AM,497
1503960366,3/22/2016 11:00:00 AM,296
1503960366,3/22/2016 12:00:00 PM,322
1503960366,3/22/2016 1:00:00 PM,657
1503960366,3/22/2016 2:00:00 PM,1657
1503960366,3/22/2016 3:00:00 PM,455
1503960366,3/22/2016 4:00:00 PM,278
1503960366,3/22/2016 5:00:00 PM,953
1503960366,3/22/2016 6:00:00 PM,1123
1503960366,3/22/2016 7:00:00 PM,1479
1503960366,3/22/2016 8:00:00 PM,366
1503960366,3/22/2016 9:00:00 PM,349
1503960366,3/22/2016 10:00:00 PM,4587
1503960366,3/22/2016 11:00:00 PM,351
1503960366,3/23/2016 12:00:00 AM,14
1503960366,3/23/2016 1:00:00 AM,50
1503960366,3/23/2016 2:00:00 AM,29
1503960366,3/23/2016 3:00:00 AM,0
1503960366,3/23/2016 4:00:00 AM,0
1503960366,3/23/2016 5:00:00 AM,0
1503960366,3/23/2016 6:00:00 AM,0
1503960366,3/23/2016 7:00:00 AM,82
1503960366,3/23/2016 8:00:00 AM,534
1503960366,3/23/2016 9:00:00 AM,1623
1503960366,3/23/2016 10:00:00 AM,504
1503960366,3/23/2016 11:00:00 AM,414
1503960366,3/23/2016 12:00:00 PM,411
1503960366,3/23/2016 1:00:00 PM,1226
1503960366,3/23/2016 2:00:00 PM,2674
1503960366,3/23/2016 3:00:00 PM,236
1503960366,3/23/2016 4:00:00 PM,383
1503960366,3/23/2016 5:00:00 PM,411
1503960366,3/23/2016 6:00:00 PM,325
1503960366,3/23/2016 7:00:00 PM,2937
1503960366,3/23/2016 8:00:00 PM,1086
1503960366,3/23/2016 9:00:00 PM,61
1503960366,3/23/2016 10:00:00 PM,119
1503960366,3/23/2016 11:00:00 PM,413
1503960366,3/24/2016 12:00:00 AM,311
1503960366,3/24/2016 1:00:00 AM,0
1503960366,3/24/2016 2:00:00 AM,7
1503960366,3/24/2016 3:00:00 AM,8
1503960366,3/24/2016 4:00:00 AM,0
1503960366,3/24/2016 5:00:00 AM,8
1503960366,3/24/2016 6:00:00 AM,0
1503960366,3/24/2016 7:00:00 AM,29
1503960366,3/24/2016 8:00:00 AM,553
1503960366,3/24/2016 9:00:00 AM,2041
1503960366,3/24/2016 10:00:00 AM,90
1503960366,3/24/2016 11:00:00 AM,63
1503960366,3/24/2016 12:00:00 PM,1180
1503960366,3/24/2016 1:00:00 PM,770
1503960366,3/24/2016 2:00:00 PM,1320
1503960366,3/24/2016 3:00:00 PM,504
1503960366,3/24/2016 4:00:00 PM,210
1503960366,3/24/2016 5:00:00 PM,526
1503960366,3/24/2016 6:00:00 PM,66
1503960366,3/24/2016 7:00:00 PM,75
1503960366,3/24/2016 8:00:00 PM,3858
1503960366,3/24/2016 9:00:00 PM,1090
1503960366,3/24/2016 10:00:00 PM,185
1503960366,3/24/2016 11:00:00 PM,294
1503960366,3/25/2016 12:00:00 AM,42
1503960366,3/25/2016 1:00:00 AM,126
1503960366,3/25/2016 2:00:00 AM,5
1503960366,3/25/2016 3:00:00 AM,7
1503960366,3/25/2016 4:00:00 AM,0
1503960366,3/25/2016 5:00:00 AM,0
1503960366,3/25/2016 6:00:00 AM,0
1503960366,3/25/2016 7:00:00 AM,40
1503960366,3/25/2016 8:00:00 AM,565
1503960366,3/25/2016 9:00:00 AM,1545
1503960366,3/25/2016 10:00:00 AM,309
1503960366,3/25/2016 11:00:00 AM,1226
1503960366,3/25/2016 12:00:00 PM,78
1503960366,3/25/2016 1:00:00 PM,187
1503960366,3/25/2016 2:00:00 PM,419
1503960366,3/25/2016 3:00:00 PM,0
1503960366,3/25/2016 4:00:00 PM,427
1503960366,3/25/2016 5:00:00 PM,435
1503960366,3/25/2016 6:00:00 PM,238
1503960366,3/25/2016 7:00:00 PM,135
1503960366,3/25/2016 8:00:00 PM,2590
1503960366,3/25/2016 9:00:00 PM,2390
1503960366,3/25/2016 10:00:00 PM,151
1503960366,3/25/2016 11:00:00 PM,89
1503960366,3/26/2016 12:00:00 AM,16
1503960366,3/26/2016 1:00:00 AM,179
1503960366,3/26/2016 2:00:00 AM,0
1503960366,3/26/2016 3:00:00 AM,19
1503960366,3/26/2016 4:00:00 AM,0
1503960366,3/26/2016 5:00:00 AM,0
1503960366,3/26/2016 6:00:00 AM,0
1503960366,3/26/2016 7:00:00 AM,0
1503960366,3/26/2016 8:00:00 AM,0
1503960366,3/26/2016 9:00:00 AM,69
1503960366,3/26/2016 10:00:00 AM,394
1503960366,3/26/2016 11:00:00 AM,145
1503960366,3/26/2016 12:00:00 PM,152
1503960366,3/26/2016 1:00:00 PM,393
1503960366,3/26/2016 2:00:00 PM,759
1503960366,3/26/2016 3:00:00 PM,828
1503960366,3/26/2016 4:00:00 PM,5564
1503960366,3/26/2016 5:00:00 PM,3053
1503960366,3/26/2016 6:00:00 PM,3785
1503960366,3/26/2016 7:00:00 PM,323
1503960366,3/26/2016 8:00:00 PM,207
1503960366,3/26/2016 9:00:00 PM,252
1503960366,3/26/2016 10:00:00 PM,785
1503960366,3/26/2016 11:00:00 PM,686
1503960366,3/27/2016 12:00:00 AM,57
1503960366,3/27/2016 1:00:00 AM,121
1503960366,3/27/2016 2:00:00 AM,0
1503960366,3/27/2016 3:00:00 AM,0
1503960366,3/27/2016 4:00:00 AM,0
1503960366,3/27/2016 5:00:00 AM,0
1503960366,3/27/2016 6:00:00 AM,9
1503960366,3/27/2016 7:00:00 AM,8
1503960366,3/27/2016 8:00:00 AM,0
1503960366,3/27/2016 9:00:00 AM,393
1503960366,3/27/2016 10:00:00 AM,5033
1503960366,3/27/2016 11:00:00 AM,321
1503960366,3/27/2016 12:00:00 PM,100
1503960366,3/27/2016 1:00:00 PM,684
1503960366,3/27/2016 2:00:00 PM,652
1503960366,3/27/2016 3:00:00 PM,255
1503960366,3/27/2016 4:00:00 PM,99
1503960366,3/27/2016 5:00:00 PM,214
1503960366,3/27/2016 6:00:00 PM,540
1503960366,3/27/2016 7:00:00 PM,2887
1503960366,3/27/2016 8:00:00 PM,372
1503960366,3/27/2016 9:00:00 PM,461
1503960366,3/27/2016 10:00:00 PM,367
1503960366,3/27/2016 11:00:00 PM,163
1503960366,3/28/2016 12:00:00 AM,152
1503960366,3/28/2016 1:00:00 AM,16
1503960366,3/28/2016 2:00:00 AM,0
1503960366,3/28/2016 3:00:00 AM,0
1503960366,3/28/2016 4:00:00 AM,0
1503960366,3/28/2016 5:00:00 AM,0
1503960366,3/28/2016 6:00:00 AM,0
1503960366,3/28/2016 7:00:00 AM,0
1503960366,3/28/2016 8:00:00 AM,91
1503960366,3/28/2016 9:00:00 AM,1801
1503960366,3/28/2016 10:00:00 AM,209
1503960366,3/28/2016 11:00:00 AM,242
1503960366,3/28/2016 12:00:00 PM,198
1503960366,3/28/2016 1:00:00 PM,3422
1503960366,3/28/2016 2:00:00 PM,1116
1503960366,3/28/2016 3:00:00 PM,281
1503960366,3/28/2016 4:00:00 PM,228
1503960366,3/28/2016 5:00:00 PM,135
1503960366,3/28/2016 6:00:00 PM,252
1503960366,3/28/2016 7:00:00 PM,3298
1503960366,3/28/2016 8:00:00 PM,872
1503960366,3/28/2016 9:00:00 PM,81
1503960366,3/28/2016 10:00:00 PM,196
1503960366,3/28/2016 11:00:00 PM,641
1503960366,3/29/2016 12:00:00 AM,0
1503960366,3/29/2016 1:00:00 AM,242
1503960366,3/29/2016 2:00:00 AM,15
1503960366,3/29/2016 3:00:00 AM,0
1503960366,3/29/2016 4:00:00 AM,0
1503960366,3/29/2016 5:00:00 AM,6
1503960366,3/29/2016 6:00:00 AM,21
1503960366,3/29/2016 7:00:00 AM,53
1503960366,3/29/2016 8:00:00 AM,185
1503960366,3/29/2016 9:00:00 AM,1580
1503960366,3/29/2016 10:00:00 AM,446
1503960366,3/29/2016 11:00:00 AM,869
1503960366,3/29/2016 12:00:00 PM,147
1503960366,3/29/2016 1:00:00 PM,1158
1503960366,3/29/2016 2:00:00 PM,243
1503960366,3/29/2016 3:00:00 PM,413
1503960366,3/29/2016 4:00:00 PM,348
1503960366,3/29/2016 5:00:00 PM,288
1503960366,3/29/2016 6:00:00 PM,535
1503960366,3/29/2016 7:00:00 PM,198
1503960366,3/29/2016 8:00:00 PM,3559
1503960366,3/29/2016 9:00:00 PM,1034
1503960366,3/29/2016 10:00:00 PM,0
1503960366,3/29/2016 11:00:00 PM,701
1503960366,3/30/2016 12:00:00 AM,0
1503960366,3/30/2016 1:00:00 AM,0
1503960366,3/30/2016 2:00:00 AM,0
1503960366,3/30/2016 3:00:00 AM,0
1503960366,3/30/2016 4:00:00 AM,0
1503960366,3/30/2016 5:00:00 AM,0
1503960366,3/30/2016 6:00:00 AM,0
1503960366,3/30/2016 7:00:00 AM,0
1503960366,3/30/2016 8:00:00 AM,15
1503960366,3/30/2016 9:00:00 AM,1379
1503960366,3/30/2016 10:00:00 AM,233
1503960366,3/30/2016 11:00:00 AM,475
1503960366,3/30/2016 12:00:00 PM,1979
1503960366,3/30/2016 1:00:00 PM,26
1503960366,3/30/2016 2:00:00 PM,443
1503960366,3/30/2016 3:00:00 PM,209
1503960366,3/30/2016 4:00:00 PM,67
1503960366,3/30/2016 5:00:00 PM,35
1503960366,3/30/2016 6:00:00 PM,2696
1503960366,3/30/2016 7:00:00 PM,1299
1503960366,3/30/2016 8:00:00 PM,996
1503960366,3/30/2016 9:00:00 PM,570
1503960366,3/30/2016 10:00:00 PM,38
1503960366,3/30/2016 11:00:00 PM,510
1503960366,3/31/2016 12:00:00 AM,154
1503960366,3/31/2016 1:00:00 AM,0
1503960366,3/31/2016 2:00:00 AM,129
1503960366,3/31/2016 3:00:00 AM,0
1503960366,3/31/2016 4:00:00 AM,0
1503960366,3/31/2016 5:00:00 AM,0
1503960366,3/31/2016 6:00:00 AM,0
1503960366,3/31/2016 7:00:00 AM,34
1503960366,3/31/2016 8:00:00 AM,164
1503960366,3/31/2016 9:00:00 AM,1539
1503960366,3/31/2016 10:00:00 AM,314
1503960366,3/31/2016 11:00:00 AM,119
1503960366,3/31/2016 12:00:00 PM,358
1503960366,3/31/2016 1:00:00 PM,460
1503960366,3/31/2016 2:00:00 PM,796
1503960366,3/31/2016 3:00:00 PM,988
1503960366,3/31/2016 4:00:00 PM,135
1503960366,3/31/2016 5:00:00 PM,145
1503960366,3/31/2016 6:00:00 PM,198
1503960366,3/31/2016 7:00:00 PM,231
1503960366,3/31/2016 8:00:00 PM,1497
1503960366,3/31/2016 9:00:00 PM,1011
1503960366,3/31/2016 10:00:00 PM,307
1503960366,3/31/2016 11:00:00 PM,3617
1503960366,4/1/2016 12:00:00 AM,82
1503960366,4/1/2016 1:00:00 AM,7
1503960366,4/1/2016 2:00:00 AM,41
1503960366,4/1/2016 3:00:00 AM,106
1503960366,4/1/2016 4:00:00 AM,0
1503960366,4/1/2016 5:00:00 AM,0
1503960366,4/1/2016 6:00:00 AM,0
1503960366,4/1/2016 7:00:00 AM,43
1503960366,4/1/2016 8:00:00 AM,251
1503960366,4/1/2016 9:00:00 AM,194
1503960366,4/1/2016 10:00:00 AM,104
1503960366,4/1/2016 11:00:00 AM,30
1503960366,4/1/2016 12:00:00 PM,33
1503960366,4/1/2016 1:00:00 PM,33
1503960366,4/1/2016 2:00:00 PM,176
1503960366,4/1/2016 3:00:00 PM,152
1503960366,4/1/2016 4:00:00 PM,343
1503960366,4/1/2016 5:00:00 PM,20
1503960366,4/1/2016 6:00:00 PM,109
1503960366,4/1/2016 7:00:00 PM,17
1503960366,4/1/2016 8:00:00 PM,2534
1503960366,4/1/2016 9:00:00 PM,2861
1503960366,4/1/2016 10:00:00 PM,3804
1503960366,4/1/2016 11:00:00 PM,1268
1503960366,4/2/2016 12:00:00 AM,388
1503960366,4/2/2016 1:00:00 AM,0
1503960366,4/2/2016 2:00:00 AM,0
1503960366,4/2/2016 3:00:00 AM,168
1503960366,4/2/2016 4:00:00 AM,0
1503960366,4/2/2016 5:00:00 AM,8
1503960366,4/2/2016 6:00:00 AM,0
1503960366,4/2/2016 7:00:00 AM,66
1503960366,4/2/2016 8:00:00 AM,26
1503960366,4/2/2016 9:00:00 AM,95
1503960366,4/2/2016 10:00:00 AM,53
1503960366,4/2/2016 11:00:00 AM,311
1503960366,4/2/2016 12:00:00 PM,23
1503960366,4/2/2016 1:00:00 PM,486
1503960366,4/2/2016 2:00:00 PM,92
1503960366,4/2/2016 3:00:00 PM,274
1503960366,4/2/2016 4:00:00 PM,675
1503960366,4/2/2016 5:00:00 PM,247
1503960366,4/2/2016 6:00:00 PM,111
1503960366,4/2/2016 7:00:00 PM,3545
1503960366,4/2/2016 8:00:00 PM,1840
1503960366,4/2/2016 9:00:00 PM,525
1503960366,4/2/2016 10:00:00 PM,773
1503960366,4/2/2016 11:00:00 PM,1542
1503960366,4/3/2016 12:00:00 AM,256
1503960366,4/3/2016 1:00:00 AM,11
1503960366,4/3/2016 2:00:00 AM,91
1503960366,4/3/2016 3:00:00 AM,41
1503960366,4/3/2016 4:00:00 AM,7
1503960366,4/3/2016 5:00:00 AM,4
1503960366,4/3/2016 6:00:00 AM,0
1503960366,4/3/2016 7:00:00 AM,0
1503960366,4/3/2016 8:00:00 AM,0
1503960366,4/3/2016 9:00:00 AM,80
1503960366,4/3/2016 10:00:00 AM,1746
1503960366,4/3/2016 11:00:00 AM,462
1503960366,4/3/2016 12:00:00 PM,572
1503960366,4/3/2016 1:00:00 PM,698
1503960366,4/3/2016 2:00:00 PM,25
1503960366,4/3/2016 3:00:00 PM,559
1503960366,4/3/2016 4:00:00 PM,112
1503960366,4/3/2016 5:00:00 PM,288
1503960366,4/3/2016 6:00:00 PM,215
1503960366,4/3/2016 7:00:00 PM,325
1503960366,4/3/2016 8:00:00 PM,376
1503960366,4/3/2016 9:00:00 PM,308
1503960366,4/3/2016 10:00:00 PM,203
1503960366,4/3/2016 11:00:00 PM,3637
1503960366,4/4/2016 12:00:00 AM,121
1503960366,4/4/2016 1:00:00 AM,53
1503960366,4/4/2016 2:00:00 AM,63
1503960366,4/4/2016 3:00:00 AM,9
1503960366,4/4/2016 4:00:00 AM,0
1503960366,4/4/2016 5:00:00 AM,31
1503960366,4/4/2016 6:00:00 AM,0
1503960366,4/4/2016 7:00:00 AM,37
1503960366,4/4/2016 8:00:00 AM,407
1503960366,4/4/2016 9:00:00 AM,1999
1503960366,4/4/2016 10:00:00 AM,336
1503960366,4/4/2016 11:00:00 AM,348
1503960366,4/4/2016 12:00:00 PM,2113
1503960366,4/4/2016 1:00:00 PM,262
1503960366,4/4/2016 2:00:00 PM,516
1503960366,4/4/2016 3:00:00 PM,112
1503960366,4/4/2016 4:00:00 PM,206
1503960366,4/4/2016 5:00:00 PM,758
1503960366,4/4/2016 6:00:00 PM,1444
1503960366,4/4/2016 7:00:00 PM,2628
1503960366,4/4/2016 8:00:00 PM,1429
1503960366,4/4/2016 9:00:00 PM,417
1503960366,4/4/2016 10:00:00 PM,221
1503960366,4/4/2016 11:00:00 PM,1028
1503960366,4/5/2016 12:00:00 AM,236
1503960366,4/5/2016 1:00:00 AM,45
1503960366,4/5/2016 2:00:00 AM,407
1503960366,4/5/2016 3:00:00 AM,49
1503960366,4/5/2016 4:00:00 AM,0
1503960366,4/5/2016 5:00:00 AM,0
1503960366,4/5/2016 6:00:00 AM,6
1503960366,4/5/2016 7:00:00 AM,19
1503960366,4/5/2016 8:00:00 AM,181
1503960366,4/5/2016 9:00:00 AM,1769
1503960366,4/5/2016 10:00:00 AM,302
1503960366,4/5/2016 11:00:00 AM,282
1503960366,4/5/2016 12:00:00 PM,272
1503960366,4/5/2016 1:00:00 PM,2532
1503960366,4/5/2016 2:00:00 PM,1610
1503960366,4/5/2016 3:00:00 PM,741
1503960366,4/5/2016 4:00:00 PM,565
1503960366,4/5/2016 5:00:00 PM,447
1503960366,4/5/2016 6:00:00 PM,1646
1503960366,4/5/2016 7:00:00 PM,272
1503960366,4/5/2016 8:00:00 PM,2351
1503960366,4/5/2016 9:00:00 PM,326
1503960366,4/5/2016 10:00:00 PM,148
1503960366,4/5/2016 11:00:00 PM,638
1503960366,4/6/2016 12:00:00 AM,84
1503960366,4/6/2016 1:00:00 AM,36
